ppm,S200538,S200624,S200627,S200725,S200547,S202042,S200796,S200793,S201032,S200610,S200607,S200820,S200071
PPM8.7865,9.3867,-10.7602,0.0773,6.9147,-5.5303,15.2095,21.5648,16.2531,11.2685,-14.1979,-26.6996,18.0189,38.6231
PPM8.7855,-11.5997,-10.4504,-36.9727,-6.5158,-13.0096,19.9074,15.1423,16.8897,13.822,5.5088,-24.9118,-8.6675,50.8618
PPM8.7845,-21.678,-13.5443,-38.0553,-33.3575,-6.5418,20.4856,-3.9303,18.4633,1.3156,-7.329,-11.3767,-19.5191,37.5977
PPM8.7835,-12.1802,-31.7294,-6.2511,-39.4534,-2.8789,35.2084,-5.8163,6.648,-18.5369,-22.8901,-28.5143,-23.1424,-3.4679
PPM8.7825,-19.0066,-35.1254,0.8834,-16.8376,-23.2934,36.3787,-2.4968,-1.2622,-26.3058,-38.224,-14.7828,-10.6894,-21.9274
PPM8.7815,-27.0179,-22.4649,16.5609,-4.7095,-39.1506,24.0528,-6.2703,0.6309,-7.5796,-28.8575,13.4168,-12.0837,-21.1565
PPM8.7805,-11.7444,-24.375,17.0707,-19.558,-54.8907,6.7226,6.7609,5.1981,-0.0324,-28.2876,24.329,-1.1485,-19.2181
PPM8.7795,8.3315,-56.2401,5.2706,-45.9865,-49.4791,2.2156,-2.0362,8.6904,-17.3833,-27.6857,8.024,-20.8407,-9.7802
PPM8.7785,18.9163,-57.3244,-2.9484,-29.8318,-40.6793,2.0676,-14.3288,16.9195,-28.6239,5.7892,18.8541,-24.8175,-12.6631
PPM8.7775,-5.2754,-59.3886,-10.2044,6.5481,-44.0249,1.6669,-17.7575,10.2207,-49.2386,15.2872,9.6761,-26.6291,-32.6461
PPM8.7765,-12.2914,-31.4579,-8.154,25.6819,-15.0639,6.8162,-0.76,25.5225,-44.1915,-4.9867,9.9317,-32.9671,-52.4996
PPM8.7755,-2.4097,-19.353,-0.5885,35.3875,14.7984,32.1272,2.0599,10.9351,-32.8099,1.1835,7.4798,-13.9109,-58.703
PPM8.7745,13.6528,-33.9592,-26.1079,35.0595,7.2581,34.4788,5.8274,3.3621,-27.2013,12.7716,-6.7912,-13.2959,-71.0699
PPM8.7735,-0.7066,-33.6502,-37.5048,61.1903,-16.8478,38.2746,20.313,12.0733,-14.5192,3.8478,-6.8744,-19.0818,-51.6578
PPM8.7725,-8.9904,-23.8552,-3.1646,56.1952,-16.0783,36.6401,22.2512,1.3412,1.9491,-2.2193,-1.4888,-26.1011,-59.1025
PPM8.7715,-20.9034,-19.903,22.0444,41.7218,-16.739,21.382,13.7725,-8.593,16.9054,-2.7427,-1.8227,-17.5505,-64.6485
PPM8.7705,-61.636,-10.9383,36.695,24.3161,-35.2596,3.2515,31.3483,22.2136,4.3036,10.4572,-10.4067,-22.3821,-49.4093
PPM8.7695,-55.5684,12.7309,70.8251,37.0307,-60.8243,0.2302,17.3396,39.8602,-11.7287,17.6927,-28.5906,-40.8718,-37.4952
PPM8.7685,-53.993,5.2021,44.6849,13.7332,-33.5293,2.0292,-10.2974,-1.7151,-6.9833,11.3095,-29.2129,-32.7395,-16.9714
PPM8.7675,-50.6596,-3.3095,-2.9705,-9.7397,-35.1575,26.6703,0.4753,-13.4081,25.9008,-1.5016,-18.8085,-10.6109,-0.8313
PPM8.7665,-10.9684,-18.3894,-7.7514,-27.1895,-34.0206,34.8317,16.3878,-32.1366,36.532,-12.704,-9.2119,11.4086,-3.3321
PPM8.7655,8.2973,-10.4185,12.8048,-45.342,-16.5303,18.2116,-10.6721,-35.1902,14.0251,-10.4033,-25.5523,-0.7565,-19.1969
PPM8.7645,11.662,2.3499,-14.6001,-59.3577,-7.5529,-0.6262,-26.5798,-38.7559,-10.9093,-28.979,-24.4228,-12.7409,-20.1167
PPM8.7635,22.9573,1.8579,-33.3247,-42.3295,-17.2802,22.4337,-19.5077,-37.858,-52.3929,-44.7219,-10.5456,-7.4116,-39.0944
PPM8.7625,24.9221,-26.373,-8.245,-16.0848,-17.0339,42.7072,-24.1297,-27.6762,-37.9778,-11.0751,-16.8355,18.9182,-43.2875
PPM8.7615,9.7861,-48.8738,25.1555,-4.5389,-19.259,40.4956,-16.6935,-21.4796,-21.5189,13.6679,-17.5964,34.7284,-44.0684
PPM8.7605,-26.5888,-17.6595,43.7324,-5.1734,-16.9381,54.7768,4.4775,-15.6785,-19.8768,-8.0885,-25.3848,13.9825,-38.7784
PPM8.7595,-40.0186,-23.6433,60.7374,-34.6929,-35.1251,61.8861,19.8835,-10.9717,-4.8056,-19.6084,-22.1139,-0.3261,-35.7468
PPM8.7585,-30.7786,-12.5255,36.2347,-27.8324,-48.3249,31.6793,1.037,-11.2216,4.1955,-41.7964,-5.3519,-9.8675,-10.2213
PPM8.7575,-40.369,4.2658,41.7701,-4.7432,-42.9576,1.5625,13.235,-6.8074,5.3962,-63.2876,14.193,-20.6511,2.6731
PPM8.7565,-37.5884,9.0331,56.1133,0.7602,-17.2148,-14.7104,21.6131,-16.2316,24.4655,-32.4382,18.3867,1.0686,-4.2215
PPM8.7555,9.8011,25.7031,55.572,-12.7758,7.3753,-5.9267,-0.6956,0.8842,28.6578,-4.2509,-0.8087,7.3181,-4.3533
PPM8.7545,41.3347,28.3224,27.4319,-6.9228,13.3926,1.5042,-14.7613,14.6591,37.3071,2.8373,-9.4155,-1.576,-27.4151
PPM8.7535,30.7072,22.4723,14.072,-3.8187,4.7475,-15.7754,-7.153,22.9635,20.4713,7.6031,4.669,-7.2722,-39.1115
PPM8.7525,20.2512,11.4411,15.0907,-7.1635,0.4061,-17.8626,7.2868,0.1819,3.9472,-1.6374,3.7502,3.937,-38.1974
PPM8.7515,9.7422,-5.1827,-5.1332,18.6375,8.4998,-3.5526,-5.2775,-27.1705,29.7247,-5.3796,7.8316,31.339,-24.6681
PPM8.7505,12.3977,-19.8907,-11.4359,1.7383,16.2507,1.1248,-2.4824,-40.6551,32.0109,-15.498,30.2121,35.5422,-0.2827
PPM8.7495,-10.5502,-28.5131,-3.4284,-15.7404,13.8313,0.8379,17.546,-35.0634,10.2807,-12.0943,23.319,11.0221,17.8248
PPM8.7485,-16.322,-36.4891,-13.8148,-6.287,3.3788,-1.525,20.4353,-14.6936,2.2917,-32.9454,19.1747,20.6585,37.1337
PPM8.7475,-16.2373,-35.8455,-11.6184,-5.6342,15.0634,1.9019,15.3895,-9.3466,-3.6747,-31.6434,30.5339,1.4934,27.556
PPM8.7465,-16.4784,-25.5915,-6.2962,-13.6346,23.1614,25.6597,6.6996,-8.1172,-9.8134,-43.4249,37.4459,-27.9488,30.9963
PPM8.7455,-11.2963,-3.5664,-22.6727,-27.4386,-9.5682,46.3855,-2.7617,-12.7362,-34.775,-26.6822,29.6078,-16.788,34.2506
PPM8.7445,15.5412,29.801,-2.618,-28.476,-43.3816,27.3936,-15.789,-19.809,-27.4983,20.2538,40.3929,6.562,35.4749
PPM8.7435,8.8327,29.1179,26.293,-15.4334,-39.5361,17.8574,-11.9683,-26.0502,-4.7486,19.6184,40.2814,7.8597,32.1108
PPM8.7425,-6.2017,12.0577,16.8707,-10.9414,-15.1821,-5.2895,4.2604,-16.5014,-1.3087,16.4767,24.4178,-1.9723,17.6916
PPM8.7415,17.6564,13.1721,-9.4059,-30.0732,-3.8853,2.1173,5.0265,-16.8844,-23.7535,-2.1518,5.8932,-6.5267,3.0344
PPM8.7405,4.4395,16.4901,-9.302,-15.8277,3.1426,32.5267,6.0809,-8.2553,-57.0663,-3.9461,11.0851,4.213,0.3663
PPM8.7395,4.5952,17.5598,3.8043,21.5424,37.2837,26.8978,1.1362,2.8583,-41.0036,23.0792,23.6354,-12.5752,-20.0349
PPM8.7385,-12.4895,9.347,13.541,37.6198,36.9053,-12.1738,-13.6165,-6.664,-9.7527,23.0197,33.702,-10.148,-33.6952
PPM8.7375,-13.8442,-16.4428,0.0905,28.9451,21.3364,-16.5607,-41.4494,-29.0031,-1.245,-7.4141,17.3952,-24.2942,-24.1224
PPM8.7365,-9.2932,-25.334,-13.8092,17.5689,15.7718,-13.072,-59.4562,-48.9876,-11.2352,-13.5627,-0.9019,-12.0244,-0.0186
PPM8.7355,-22.0573,-13.0439,-15.8435,-11.1197,12.6573,17.0335,-45.4228,-16.9229,-37.8865,12.305,-4.421,-10.3461,-5.3765
PPM8.7345,-32.1814,-11.9555,-2.1819,-22.803,9.8417,24.6667,-39.1775,1.0715,-24.6889,47.4452,-5.5137,-33.07,0.5586
PPM8.7335,-12.9333,-0.0148,14.5723,1.1772,15.405,6.6348,-6.5302,-10.0513,-23.8438,66.774,-4.9249,-44.3145,9.6149
PPM8.7325,2.2648,-6.4514,10.2287,8.8335,7.9062,6.8113,18.1853,-17.1492,-37.5832,49.585,13.9879,-29.6632,11.5023
PPM8.7315,-8.6408,-0.2284,21.3723,-10.9594,-3.2843,1.0741,3.4449,-11.7918,-35.4265,8.8884,25.1548,-18.0326,13.1409
PPM8.7305,-25.9929,16.1591,26.5494,-6.6526,-10.6039,5.2612,-21.9726,-2.6979,-16.3078,3.4922,23.3105,0.2174,5.9959
PPM8.7295,-24.8375,-0.6925,31.9215,12.0871,-11.7695,-5.052,-36.5125,7.7623,-14.7858,24.8199,13.7516,8.4125,-14.8055
PPM8.7285,-2.8279,-7.0925,16.3574,-18.436,-14.4517,-25.0664,-31.578,5.9699,-6.4486,20.3071,26.4322,-4.819,-29.4594
PPM8.7275,-8.697,27.5999,-7.4637,-48.8884,-14.6637,-26.1416,-38.6864,28.9731,-7.0376,-9.6348,34.1616,-32.4229,-39.0181
PPM8.7265,-10.075,37.9183,-7.8295,-37.2695,5.4894,-15.0167,-44.8291,35.5459,-12.0666,-11.1274,10.5527,-12.629,-12.4953
PPM8.7255,-36.4822,10.4392,1.2354,-42.1401,14.9768,-15.1912,-44.5758,5.7166,-32.5083,-4.2272,14.7763,-5.2337,-11.3577
PPM8.7245,-35.934,4.4656,11.637,-63.6684,6.7358,-4.9819,-28.9743,-21.1788,-50.0062,-10.9006,17.1264,-6.7997,-12.3067
PPM8.7235,-17.5969,-8.6499,12.7255,-34.1991,-3.5301,-8.9532,-14.8447,-32.8301,-27.8649,-32.0137,25.8304,-12.8539,-15.8863
PPM8.7225,-9.9747,-1.3644,15.48,-9.9099,-13.5839,-10.0646,2.8194,-47.6044,16.0831,-36.4671,12.0542,-37.2027,-27.5803
PPM8.7215,6.2224,12.6629,6.6108,-18.8849,-4.9909,9.2662,30.2823,-42.7769,12.1649,-15.2396,0.0027,-35.0671,-24.3732
PPM8.7205,24.024,7.819,2.5547,-28.3147,10.7335,6.5749,47.1059,-36.8159,23.5921,-28.2262,5.0213,-14.7289,-2.5996
PPM8.7195,-9.2422,-0.9055,8.3546,-25.7484,17.8323,-23.1271,30.3624,-24.3678,23.7963,-49.7933,10.1746,-9.3926,26.385
PPM8.7185,-32.9378,8.9305,17.1595,-7.0977,7.7837,-34.1963,20.5179,-22.153,3.4286,-47.777,17.0417,3.0261,9.2669
PPM8.7175,-12.8022,-4.4613,15.7985,-5.2584,-7.2884,-22.5135,15.6364,-14.3178,5.6908,-35.5771,5.4069,3.2814,0.4056
PPM8.7165,-2.3269,-16.949,18.7752,-25.2728,-30.4319,-14.5216,11.9835,7.8268,-6.5332,-25.9854,-6.5747,-6.8564,-0.49
PPM8.7155,12.9079,-0.4877,30.6973,-40.3524,-15.3837,-23.5789,5.6006,16.7735,-4.794,1.3886,-8.2511,-24.219,0.5187
PPM8.7145,11.9654,-8.9864,11.651,-31.3662,11.5457,-26.9493,-11.2166,21.3544,-18.5607,6.7365,0.1569,-15.9673,7.0367
PPM8.7135,-9.2158,0.2679,13.5866,-19.7515,-23.8778,-6.2937,-31.1279,-0.1419,-55.4779,25.1145,1.6558,-0.6005,22.8015
PPM8.7125,-15.4844,-5.5332,1.6144,4.8059,-44.0629,1.9833,-6.2076,-6.9041,-70.2989,19.4426,2.5359,1.5209,34.4497
PPM8.7115,9.3735,-8.7746,-2.6491,25.2191,-4.4762,13.6068,17.0613,24.0581,-49.576,42.9038,20.2086,-4.0147,44.3014
PPM8.7105,16.2671,13.8458,-0.3933,45.0364,24.0593,29.6609,4.8311,12.1608,-49.0698,48.5231,28.6183,-13.6332,28.3243
PPM8.7095,-2.5782,12.8608,4.5188,39.284,10.7844,0.7657,-9.9913,16.5356,-63.9665,48.0046,22.2686,-19.7129,22.8937
PPM8.7085,3.3168,18.1161,19.8311,22.441,-10.7629,-28.9116,-20.4421,44.6414,-83.0448,34.924,3.8645,19.7866,46.2587
PPM8.7075,59.3731,20.52,34.6519,13.9739,-31.0565,-32.7267,-3.7386,33.0721,-72.9141,15.5911,-1.0673,6.3096,49.4316
PPM8.7065,54.4748,17.8118,26.3134,4.6177,1.1811,-10.7736,16.1386,16.2977,-57.0172,3.1368,11.3178,-9.3433,35.9991
PPM8.7055,42.828,15.9233,6.8714,-26.1736,5.6763,-1.8358,12.2793,0.4975,-26.1958,-11.2119,17.5769,-11.6184,36.6108
PPM8.7045,47.0226,13.4453,11.8811,-23.7806,23.0211,10.0297,2.0159,-19.74,-17.5767,-11.8532,-0.824,-6.3159,22.171
PPM8.7035,38.4891,15.121,-2.4756,-16.1446,52.3721,16.5135,12.009,-42.2321,-26.2528,-4.0502,-0.0636,-5.0703,-0.8819
PPM8.7025,15.55,15.0728,-14.9704,-20.0722,54.2849,20.8846,-3.9124,-43.8467,-8.7896,1.1879,24.4638,-5.8105,-2.7308
PPM8.7015,28.3233,5.3599,-10.1412,-26.0303,47.3489,10.0427,-15.8904,-52.8494,15.7075,6.3113,15.4959,-29.6156,-5.0914
PPM8.7005,16.9768,-2.524,-18.0008,2.2777,22.3011,-14.346,2.796,-45.6958,20.7043,-6.521,18.8107,-38.0958,-5.9757
PPM8.6995,5.1003,-5.0714,2.3505,3.916,35.4762,-24.2916,2.5251,-23.9438,12.1007,-37.6334,7.305,-27.8785,-5.1758
PPM8.6985,2.6129,3.1369,5.3307,-11.6293,34.3831,-10.9842,-5.8318,-8.5608,-5.2902,-39.4753,-7.3241,-32.8817,-9.273
PPM8.6975,9.0077,1.2416,-5.3634,-30.32,17.1963,-5.9056,11.3362,3.0608,-22.8729,-25.5009,2.2115,-36.4581,-15.435
PPM8.6965,-18.0451,-3.2709,17.4522,-51.2161,1.2779,-17.9669,12.2972,-12.9147,-9.8703,-5.6536,-19.7727,-35.7073,0.722
PPM8.6955,-11.0512,-22.2756,47.3808,-40.5386,-4.253,-32.9537,18.0027,-26.906,-3.0273,-8.641,-47.0472,-28.9172,-7.1831
PPM8.6945,20.7815,-40.0833,35.7593,-43.003,-11.0125,-48.2014,6.0704,-5.3712,3.9488,-27.1761,-63.123,-24.6715,-23.4034
PPM8.6935,30.9599,-33.4027,27.5957,-24.2471,-4.3199,-44.844,-2.1217,11.7776,-1.0693,-31.1129,-53.5817,-24.8663,9.9951
PPM8.6925,8.0734,-25.7692,8.3505,0.063,7.781,-52.6309,-14.3496,19.962,3.6137,-10.3257,-32.6799,-21.3608,36.744
PPM8.6915,-15.1066,-19.8068,19.647,3.9629,8.5758,-48.94,-13.4695,32.8197,-0.4072,-2.8932,-7.9856,-15.8469,35.8268
PPM8.6905,-19.8314,-8.2568,19.6713,2.0579,17.0379,-16.8073,-14.7484,30.0979,3.7783,-0.3559,-25.3126,-20.8294,29.1355
PPM8.6895,12.3372,1.7161,8.3588,15.014,13.8261,-4.2044,11.2358,26.1029,6.0549,-1.6169,-11.292,-27.4912,27.1763
PPM8.6885,22.8756,0.2579,-7.0435,5.7004,1.5267,10.7335,33.4576,30.4882,-1.8307,9.0725,-2.3347,-37.0906,9.7294
PPM8.6875,13.5671,-3.0371,-20.3512,-6.119,-2.1025,11.8146,51.2672,27.7678,6.1608,23.9849,6.9834,-53.9518,-12.6127
PPM8.6865,3.1972,19.4705,-44.8283,-24.8977,33.0452,6.6512,44.5939,28.9371,13.1278,15.5804,12.3341,-32.847,-1.2683
PPM8.6855,32.9504,31.681,-30.3657,-63.8669,41.1664,-5.8613,36.1646,15.477,12.9448,22.3441,16.9757,-2.4793,18.1999
PPM8.6845,41.0834,9.8959,-27.1798,-70.3632,30.7416,-14.348,77.8986,13.5288,-18.371,8.9105,25.2712,-6.1115,-6.0584
PPM8.6835,31.2315,-12.0791,-39.4928,-47.9224,31.8234,-7.2857,64.1082,25.2322,-38.1181,-4.504,5.3971,-32.4578,-12.3785
PPM8.6825,19.8148,-21.5095,-36.1887,-28.6387,27.8218,4.3357,22.1875,30.0407,-29.4062,3.655,-9.8089,-39.1258,-15.2359
PPM8.6815,13.8824,-8.4518,-44.9749,-18.4679,51.8259,16.7623,9.5384,43.6978,-25.1577,16.7425,-13.1173,-36.1193,-8.7008
PPM8.6805,-5.3082,0.5381,-2.0309,-26.4511,29.9951,17.502,-8.4433,28.6052,-34.7887,21.0709,-0.0275,-25.0041,-8.0145
PPM8.6795,-16.7123,-0.367,1.1072,-13.3669,7.4409,15.9065,8.4428,3.0979,-34.5652,1.4948,-14.8992,-8.7094,-8.6821
PPM8.6785,-25.9806,-27.9548,-11.4966,-8.0175,20.9786,26.695,30.8936,19.1849,-22.6511,-29.8666,-10.7354,-13.1002,4.2426
PPM8.6775,-7.0038,-42.4179,-6.1789,9.3683,17.8308,27.6227,18.111,11.1788,-10.3679,-21.8008,-3.9103,-26.1531,-8.4558
PPM8.6765,-1.5072,-51.4535,-16.3356,5.6665,7.7663,18.9926,12.4122,-6.3696,3.5738,-3.4794,-4.4025,-41.3172,-11.1937
PPM8.6755,3.3413,-57.6926,-16.5126,-24.1478,0.1902,29.5091,19.4332,-7.2397,-14.4064,13.3375,13.6652,-32.0029,-9.2093
PPM8.6745,1.139,-55.9524,-25.1339,-13.207,-11.2415,29.8148,27.2453,-10.0768,-37.7863,46.9877,21.9205,-26.0703,-10.8736
PPM8.6735,-6.8742,-47.7274,-10.4859,-5.0091,1.0123,24.1633,48.503,-4.8341,-25.2922,27.7597,-15.5055,4.162,-18.5475
PPM8.6725,-9.6746,-26.6842,-4.6526,-19.5491,22.1689,20.4811,34.5418,-8.3577,-29.8425,12.1571,-44.9046,30.0203,13.1566
PPM8.6715,-7.4773,-16.8092,-22.2481,-27.304,18.1182,11.7912,27.8889,-25.7269,-47.0722,23.538,-40.8046,20.4944,19.8814
PPM8.6705,11.554,-26.7213,-2.2036,-16.8735,9.8631,18.0261,32.3089,-31.5373,-47.4789,6.9489,-15.9081,10.1569,8.0541
PPM8.6695,45.4141,-40.2299,3.6089,-20.3329,18.5281,-11.7818,19.9678,-25.8288,-15.2475,-0.9024,21.7566,1.1894,-3.2494
PPM8.6685,21.6308,-44.5812,-13.4974,-46.665,44.9985,-37.7084,-15.5799,-11.5251,13.3066,-0.6732,28.9853,-4.3426,-0.9168
PPM8.6675,-15.0055,-12.2809,-21.4748,-59.0224,46.9062,3.5728,-49.8084,-7.5625,8.6957,7.4112,-0.8974,10.4768,6.1811
PPM8.6665,-2.8421,-13.4519,-26.6137,-45.6317,17.114,17.5814,-44.1265,-6.5106,-9.1927,13.4759,-24.6571,19.8225,8.2343
PPM8.6655,36.3419,19.5163,-25.0375,-38.196,13.8766,20.0349,-25.9139,-19.8374,-15.3097,-4.5285,-34.7654,-3.0384,12.3824
PPM8.6645,41.7863,28.9308,-3.223,-29.836,17.3451,45.2191,-12.305,-47.2635,7.2422,3.913,-32.0208,-14.8381,19.4758
PPM8.6635,20.0322,3.7682,12.5846,-12.9083,7.6976,30.1791,-16.3552,-56.6314,4.474,6.6001,-6.9981,0.2327,11.4596
PPM8.6625,2.0813,-11.3346,-6.026,-35.622,-19.5512,32.4393,-10.5694,-36.7518,-15.2887,12.7583,8.4247,-5.9713,7.999
PPM8.6615,-4.2341,-24.6234,-22.7631,-44.1416,-18.6301,21.2669,-4.1068,-18.493,-3.0403,3.7833,12.2497,-6.9206,19.5512
PPM8.6605,20.6546,-20.7212,-29.9048,-24.782,-9.0404,17.5579,26.927,11.8824,2.221,10.7039,12.0765,-21.7082,15.5762
PPM8.6595,29.5977,7.2321,-36.7564,-2.2089,-12.2627,-3.4745,30.9466,15.6286,14.9502,-1.3887,22.2449,-27.6933,4.094
PPM8.6585,11.6079,38.6018,-26.0533,-10.7629,1.7268,-22.2692,13.3533,-8.4155,-9.0048,-12.2042,2.3848,-17.1887,-2.948
PPM8.6575,2.2209,34.6386,-8.214,-3.3044,3.5368,-23.4026,-0.7641,-38.2939,-6.1017,-17.8309,-17.0993,-37.1922,-14.4116
PPM8.6565,14.986,35.3282,13.1433,-15.0303,-15.5495,-12.1166,-10.1743,-32.6109,-3.4197,-26.2888,-27.087,-40.1257,1.1834
PPM8.6555,-8.9177,14.7275,13.6662,-7.012,-17.8678,0.1779,-6.1234,-9.8621,-1.0576,-33.5127,-17.1495,-27.5833,19.6354
PPM8.6545,-42.5873,2.1174,2.3003,4.2705,8.7878,9.4933,18.7748,3.7626,-1.3502,-52.6952,-32.2928,-42.5059,36.0341
PPM8.6535,-63.1555,-0.0705,-7.3219,10.8894,7.6167,23.677,10.7828,3.666,11.3746,-69.2237,-42.0986,-63.1631,34.8253
PPM8.6525,-57.3847,-17.867,-23.5817,19.0212,21.3928,17.9312,-3.1379,8.7284,30.7418,-73.8351,-44.6405,-50.389,20.0516
PPM8.6515,-34.208,-48.9048,-59.0135,23.6135,34.6066,1.3786,-4.0732,27.1963,39.2084,-57.8687,-30.0226,-16.7942,5.5359
PPM8.6505,1.484,-40.6798,-64.4044,26.8855,36.8518,-19.7641,1.2004,37.6681,27.4257,-43.2944,2.1847,2.8949,25.1612
PPM8.6495,14.9777,-30.415,-36.0109,13.4082,24.7811,-3.4141,-12.3074,10.5306,-7.4275,-34.4425,10.7247,15.5245,36.153
PPM8.6485,-6.8307,-28.8581,-3.6165,-11.0297,27.8078,-20.9337,-13.6839,-6.0609,-1.2875,-34.2966,-13.2515,20.4162,55.0297
PPM8.6475,-34.2262,-34.2727,11.4173,-27.5384,44.665,-22.3708,23.7302,-22.8551,18.5033,-17.3734,-22.7002,39.9077,64.2035
PPM8.6465,-12.0717,-13.0145,-8.6704,-34.5937,52.0343,-6.3459,4.8227,-42.9091,19.8369,-14.3423,-10.8348,31.4627,59.832
PPM8.6455,-14.4164,7.6209,-18.4932,-32.0598,54.119,15.5613,-7.2562,-44.641,3.2919,-16.1867,-6.6422,0.1851,31.7315
PPM8.6445,-31.1994,3.3444,-16.6503,-1.0964,50.1261,29.6864,14.5485,-30.0371,-2.2954,-19.547,-9.0054,-9.1394,13.0801
PPM8.6435,-49.4292,-11.4766,-11.5363,18.6593,37.0867,20.0142,2.6108,-29.046,-11.0741,-34.1106,-15.6065,-19.6216,12.7544
PPM8.6425,-58.8543,-4.8882,22.5649,22.7648,10.9229,15.2441,-15.2974,-34.216,-35.0015,-31.7112,-31.1346,-9.9647,9.0644
PPM8.6415,-51.7759,-20.8636,26.6475,20.4808,40.2029,19.0577,1.855,-25.8783,-17.5797,-21.9396,-51.4217,-9.0165,6.8901
PPM8.6405,-46.9588,-15.4768,5.3818,4.715,62.9103,25.0566,12.9593,-39.2894,18.0057,-10.7639,-10.3201,-45.4586,12.3593
PPM8.6395,-20.1203,-19.7952,5.6958,-16.0524,35.9091,21.6417,13.7141,-34.7996,34.8898,12.2474,39.5991,-68.9434,9.215
PPM8.6385,3.6701,-19.3179,0.7148,-17.1712,19.9339,14.1277,7.6135,-35.9747,19.3685,14.9696,39.514,-58.6224,6.4883
PPM8.6375,8.9048,-29.5438,-41.6464,18.9887,6.3043,3.1378,-2.2861,-23.3994,-0.3249,24.8242,32.3186,-63.4393,5.1057
PPM8.6365,24.7562,-39.8245,-58.7192,44.5024,18.5121,-8.123,-32.9876,-29.1953,-2.7687,18.2269,33.204,-41.3187,16.2742
PPM8.6355,34.3706,-40.0312,-52.3044,65.817,22.1135,14.75,-24.7442,-17.0857,-1.1623,10.6768,35.8539,-4.4403,21.2646
PPM8.6345,37.1799,-19.77,-53.9955,25.0449,0.7118,8.3523,9.3665,-24.6352,-6.0437,1.5561,25.3985,12.9232,7.0015
PPM8.6335,13.4408,-14.2332,-38.3035,-13.5011,10.8387,18.8331,15.9163,-25.1264,-4.6192,-12.6271,13.0754,12.6686,-8.8636
PPM8.6325,2.2364,-32.2052,-17.8929,-3.3921,-2.7797,23.9868,3.1048,9.5146,-12.9624,1.1937,10.4473,15.693,-19.5506
PPM8.6315,-12.5395,-22.1228,-11.4487,-17.1335,-28.7724,14.9793,-8.1183,17.8739,-13.055,0.5963,1.8004,-0.3403,-10.6834
PPM8.6305,-21.0968,-21.7585,-12.1606,-21.9432,-8.0805,-3.2318,-0.4149,-8.8452,-7.2768,3.6676,19.1652,-3.5756,0.4813
PPM8.6295,-9.7688,-30.0212,-24.5513,-15.2423,-26.116,-25.4879,-0.228,-14.9724,-7.3023,12.3624,24.2735,18.2736,11.0321
PPM8.6285,-13.0109,-44.3748,-41.849,-23.1247,-14.389,-33.2577,-10.8505,0.6797,13.439,17.8946,-3.7817,29.4304,8.1715
PPM8.6275,-14.5017,-38.6106,-47.4756,-28.5227,26.1387,-13.3592,-19.7655,7.8838,25.711,19.6066,-12.6286,26.7993,3.2598
PPM8.6265,0.9108,-9.5226,-44.721,-7.9401,35.2695,-8.2946,-46.3469,6.5721,22.5724,36.251,0.7662,20.8603,-4.1532
PPM8.6255,1.25,-6.2969,-27.4039,-7.3434,25.7273,-10.0888,-52.0497,5.7246,5.366,41.1462,-7.9801,20.4671,-1.5984
PPM8.6245,9.3701,-0.2537,-8.0326,-1.3499,9.0417,-8.0549,-54.9884,-6.9418,-11.3804,12.4385,-10.9994,6.2979,-15.2665
PPM8.6235,26.6748,-9.014,23.5293,9.0658,-18.3132,-16.4408,-47.3068,4.5428,0.0522,-6.2364,-15.3573,-0.9133,-30.9185
PPM8.6225,59.7424,-3.9314,2.8609,7.2121,-11.912,-29.3587,-26.4681,27.7926,6.1718,5.9364,-4.0445,2.9529,-38.365
PPM8.6215,56.1805,21.209,-25.6014,13.1321,-6.7856,-50.0312,-11.9681,25.0528,-13.1721,-3.4,-17.266,14.1019,-15.1053
PPM8.6205,47.5937,23.7852,-18.9981,20.8369,20.862,-40.2876,1.3968,16.2956,-24.7661,-11.8796,-28.3702,6.4504,6.0302
PPM8.6195,29.5876,15.7469,-12.7828,22.377,47.3741,-20.332,14.1401,19.7893,-29.3105,-20.5703,-19.5898,-11.2848,-1.4829
PPM8.6185,37.582,0.8153,-11.3863,16.0449,33.8601,-19.1564,7.7117,1.2309,-6.9133,-30.7312,-14.95,-21.2404,-25.1423
PPM8.6175,45.6477,28.1133,1.5506,13.5211,-1.4944,3.53,0.7477,-4.4347,7.6054,-15.8113,-10.9682,1.6714,-31.8819
PPM8.6165,43.0077,58.1259,12.1867,16.2607,-7.818,12.2277,-13.8212,14.8329,0.2317,-1.4686,1.1315,10.0385,-29.5528
PPM8.6155,38.8306,47.1706,-4.1386,5.9288,-14.7107,9.5297,2.8879,30.9196,-7.2885,-7.3433,13.8612,1.8917,-22.5681
PPM8.6145,37.924,20.8257,-25.2034,-5.2355,-12.0286,14.7635,8.6674,30.1614,-21.6738,-16.8857,-11.093,-13.9582,14.0879
PPM8.6135,51.1019,12.6739,-31.208,-3.751,-22.1409,11.5101,-12.1142,34.7333,-48.0793,-31.6135,9.2909,-6.0365,10.1013
PPM8.6125,36.2475,-11.1957,-33.6154,-2.0713,-14.2402,-2.4756,-30.6177,47.419,-32.4331,-43.2206,26.1356,-8.6892,-29.4363
PPM8.6115,23.5748,-34.9166,11.2068,-0.2005,5.6231,3.6339,-42.0382,29.9299,3.8195,-29.967,18.58,-19.577,-37.8348
