ppm,S200538,S200624,S200627,S200725,S200547,S202042,S200796,S200793,S201032,S200610,S200607,S200820,S200071
PPM5.2645,4501.2201,4701.7857,3119.3039,9148.1276,3953.1632,4205.551,8580.8701,5159.321,3404.0197,3236.9171,3621.3725,4378.0216,3026.1292
PPM5.2635,4454.6731,4583.0076,3125.6978,9062.8767,3877.514,4153.1707,8411.3371,5055.683,3359.7535,3188.6142,3588.4746,4260.6182,2992.5121
PPM5.2625,4432.227,4485.5318,3089.6804,9016.2372,3849.8309,4139.6606,8241.3013,4976.0962,3324.4981,3139.3293,3548.6032,4187.1266,2960.3923
PPM5.2615,4423.597,4444.7756,3050.153,8979.1739,3842.469,4112.8864,8083.9217,4900.0121,3268.9446,3081.1915,3510.9801,4102.2253,2914.5924
PPM5.2605,4453.5875,4399.4074,3025.5607,8919.0987,3805.5876,4065.728,7954.3629,4848.5199,3206.9047,3014.5921,3500.7689,4017.207,2891.436
PPM5.2595,4478.9264,4341.6794,3016.8891,8828.925,3725.9853,4046.7547,7858.5785,4792.2638,3175.9591,2964.8158,3470.2577,3928.8392,2869.0086
PPM5.2585,4436.2744,4329.6884,3027.5161,8694.3519,3640.5208,3993.7472,7714.731,4788.1278,3151.1184,2906.0968,3440.4836,3878.136,2844.0376
PPM5.2575,4395.4922,4312.0787,3038.4932,8563.2017,3543.634,3933.6689,7521.6731,4795.1637,3102.4536,2910.9848,3440.746,3862.9756,2802.7175
PPM5.2565,4387.0127,4266.9618,3021.1617,8414.3465,3507.9257,3871.6351,7323.4163,4745.0638,3076.0812,2903.9645,3409.7011,3866.0739,2762.4271
PPM5.2555,4327.5805,4200.3174,2975.931,8195.9487,3503.6839,3799.5401,7134.562,4657.233,3060.8458,2899.1625,3377.5493,3824.5324,2720.0807
PPM5.2545,4264.112,4112.1301,2932.9159,7927.6298,3474.1562,3725.102,6916.4493,4570.5911,3047.7739,2908.7542,3326.5336,3758.0029,2671.8328
PPM5.2535,4219.8554,3992.0252,2873.4446,7613.4348,3403.3681,3677.8129,6694.7783,4486.7274,3041.8108,2897.2558,3247.2222,3672.7175,2645.7131
PPM5.2525,4162.8864,3913.6859,2819.3667,7319.3072,3293.164,3633.9218,6517.7963,4416.6516,3021.9077,2834.7075,3146.5598,3626.2882,2623.7609
PPM5.2515,4104.6535,3866.4922,2773.9829,7041.05,3201.4252,3592.3115,6359.9789,4325.3646,2990.4178,2763.3539,3102.5055,3616.4207,2627.7712
PPM5.2505,4043.6841,3803.9927,2744.0193,6795.0706,3154.9859,3528.3624,6218.4745,4229.4988,2964.3186,2752.0354,3076.1489,3608.4889,2600.4776
PPM5.2495,4007.5185,3734.0542,2739.2153,6569.5142,3128.4093,3438.3991,6072.5852,4150.7456,2926.5165,2817.7036,3036.2401,3580.3743,2545.5307
PPM5.2485,4002.2742,3640.7564,2783.2392,6379.7458,3134.0332,3370.3865,5913.1275,4077.1022,2911.1963,2884.9588,3019.8897,3542.2873,2482.8962
PPM5.2475,4033.9884,3562.095,2849.1646,6224.6726,3155.3644,3309.987,5736.7378,3999.5243,2933.0711,2914.2465,3029.6884,3506.214,2438.8248
PPM5.2465,4051.4874,3500.6085,2906.3718,6091.9941,3171.2772,3277.1362,5637.7592,3939.5506,2965.1606,2941.3924,3034.7297,3493.7,2414.2603
PPM5.2455,4086.7279,3520.0934,2959.7351,6016.5656,3235.1831,3282.13,5637.6738,3903.2727,3018.1593,2994.7452,3026.4565,3535.8886,2424.6083
PPM5.2445,4126.9342,3563.2164,3046.1633,5992.7611,3299.119,3333.5958,5718.2041,3865.1248,3116.5299,3112.8071,3026.7366,3588.1335,2475.2979
PPM5.2435,4195.0598,3645.5017,3187.5829,5978.977,3397.6458,3403.9969,5857.4949,3904.2168,3261.4503,3322.2955,3077.288,3686.3431,2559.4611
PPM5.2425,4361.5473,3747.6711,3432.0713,6069.8952,3545.9514,3546.5022,6055.3102,3995.6418,3441.6245,3600.9022,3208.0025,3867.4992,2664.5104
PPM5.2415,4574.4375,3903.9157,3809.3542,6326.6503,3809.4339,3810.8611,6303.7845,4112.4558,3718.4045,3887.4309,3405.5685,4103.9053,2792.0178
PPM5.2405,4948.1264,4263.5621,4371.0524,6791.7425,4231.3614,4262.6354,6668.6283,4315.4285,4151.6003,4259.2438,3716.9253,4440.0988,3005.8124
PPM5.2395,5644.685,4905.4627,5208.9016,7522.6807,4896.59,4880.9003,7289.313,4697.567,4835.7377,4905.5754,4178.1483,5003.4727,3427.4951
PPM5.2385,6633.5485,5903.3637,6562.8958,8711.6631,5892.7316,5854.646,8403.0013,5274.3168,6048.3737,5937.3503,4910.3358,5886.8006,4101.3814
PPM5.2375,8210.0864,7416.3355,8706.2444,10634.9754,7573.2012,7446.6553,10146.9439,6277.8722,7935.3977,7660.209,6018.5285,7270.2784,5184.0987
PPM5.2365,11138.8376,10367.3551,12942.3047,14425.4849,10721.3417,10630.7765,13686.7793,8218.8518,11384.6333,10814.2974,8184.9728,9961.1464,7155.9427
PPM5.2355,17931.2071,16422.4223,22060.8148,21682.4469,17368.5883,17098.7409,21471.5122,12822.9301,17866.6294,17502.1727,12910.2341,15564.7395,11699.612
PPM5.2345,30882.3877,27205.2942,38935.3866,33666.7351,28883.8972,28778.6792,37170.1099,21504.4928,28810.4224,31483.7991,22661.8875,26925.9615,20507.5834
PPM5.2335,45447.4417,39233.5139,57192.4526,46641.1799,41479.2262,40644.825,54346.9082,31043.6848,39476.9837,47028.4842,33595.0555,39376.8205,30839.4308
PPM5.2325,46397.004,40361.2435,59137.5085,48237.9393,42536.0956,41894.9106,55789.5958,31982.2436,40791.5472,48362.165,35120.9427,40653.1623,32173.3666
PPM5.2315,33644.6605,29818.5044,44660.5928,37362.796,31307.4495,32313.0917,41377.9889,24162.4639,31658.8869,35661.6939,26471.8593,30239.0581,23567.7142
PPM5.2305,22997.8938,20631.4163,31457.5349,27386.8231,21422.7058,23210.7599,28635.5484,17004.8175,23011.5504,24646.9108,18145.8551,20529.6313,15914.3808
PPM5.2295,21014.944,18974.8797,28724.9659,25404.4004,19890.298,21001.3457,25840.3353,15268.5624,21334.4066,22467.4609,16006.7677,18256.6213,14218.845
PPM5.2285,28646.6643,25157.9182,37926.7433,31801.2349,26547.4779,26564.9589,34060.2999,20112.3643,27289.5219,30091.3167,20839.8389,24251.8764,19213.3873
PPM5.2275,42323.6591,36662.5064,54483.4291,43437.223,38166.4666,37679.9839,50286.5937,28825.9073,37546.4836,44364.9857,30911.1752,35725.3739,28598.2792
PPM5.2265,48103.5526,41823.1911,61047.3886,48549.7346,43359.3045,43439.8152,57326.0224,32652.9471,41716.5051,50264.3995,35695.9472,41206.7162,33003.6844
PPM5.2255,37575.2036,33149.4762,48813.2268,39501.3479,34026.1951,36416.2109,45092.0016,26436.8495,33813.7078,39254.4475,28654.3193,32642.0157,26042.323
PPM5.2245,22817.5262,20492.8962,31096.2679,25736.2579,20437.4011,24621.018,28018.3888,16845.7411,21703.637,24412.285,18002.9616,20155.9591,15679.2542
PPM5.2235,13972.0256,12334.8177,18897.0722,16163.6715,12126.1333,15731.7413,16887.0734,10516.0438,13156.1457,14930.1572,10766.5666,11771.535,9271.74
PPM5.2225,9598.6245,8138.981,12492.9655,10952.285,8004.7748,10596.8027,11289.0164,7179.0837,8826.0869,10206.9368,7178.2198,7629.6728,6075.3099
PPM5.2215,7344.4462,6060.3975,9047.0218,8339.0408,5849.3271,7525.0722,8291.9077,5444.672,6532.8041,7502.7358,5286.2801,5454.1921,4472.1511
PPM5.2205,5970.7678,4836.1799,6809.8898,6857.7074,4558.6462,5556.7399,6430.4741,4345.8861,5079.3267,5741.3822,4080.7353,4187.6878,3467.5087
PPM5.2195,5034.5997,4025.4104,5256.6904,5958.7024,3653.3144,4247.7429,5140.3279,3614.731,4080.985,4385.3085,3210.0848,3280.473,2780.346
PPM5.2185,4394.6696,3375.7821,4161.3909,5398.037,3077.2399,3374.8428,4217.2269,3099.6857,3331.3245,3390.6667,2652.0609,2623.4331,2304.8202
PPM5.2175,3944.2242,2921.0089,3461.1645,5062.3655,2686.93,2836.0466,3616.9686,2748.2316,2785.1326,2703.2627,2290.0857,2164.7158,1971.3213
PPM5.2165,3655.7154,2585.0101,2980.5416,4853.4149,2457.8509,2441.6323,3231.7499,2540.7481,2383.5837,2304.2374,2048.9211,1896.3195,1706.2572
PPM5.2155,3406.4541,2368.8894,2655.7871,4728.7947,2303.3213,2134.7426,3039.8847,2394.3525,2124.5129,2037.7313,1864.269,1706.5038,1505.9941
PPM5.2145,3208.3891,2247.4533,2396.1003,4694.4738,2195.6106,1932.4946,2947.1724,2291.9848,1937.7702,1838.9573,1725.78,1574.3007,1396.773
PPM5.2135,3094.2181,2198.4098,2191.3164,4759.2364,2131.3181,1781.9996,2856.8511,2212.4031,1812.5858,1680.5134,1603.1147,1482.6666,1303.3783
PPM5.2125,3014.6021,2160.7405,2058.1546,4876.9383,2079.9413,1633.4615,2732.3309,2120.014,1717.7281,1557.1313,1487.2567,1412.489,1239.8262
PPM5.2115,2959.8508,2103.3201,1990.1125,4985.8404,2055.4834,1551.563,2638.4619,2054.7533,1635.9099,1460.4754,1413.9124,1331.5444,1207.04
PPM5.2105,2886.7897,1992.8946,1947.9539,5059.7874,2067.4524,1524.2609,2585.9559,2032.9518,1556.6093,1436.2922,1344.7377,1253.9602,1170.0306
PPM5.2095,2821.4686,1952.2297,1887.226,5160.1022,2087.852,1494.8913,2600.4909,2033.7976,1481.4902,1411.5638,1309.1987,1200.4506,1135.444
PPM5.2085,2782.5646,1981.4005,1821.6713,5270.9961,2110.6755,1468.2278,2602.2628,2069.286,1423.3264,1366.9002,1277.5629,1196.1764,1123.7665
PPM5.2075,2757.2017,2018.3431,1755.9145,5385.1577,2112.2545,1421.9926,2570.0903,2133.812,1368.5606,1284.6402,1239.4102,1234.4424,1097.8942
PPM5.2065,2752.5551,2024.0201,1714.3954,5493.3598,2065.348,1410.9294,2565.1686,2156.4204,1347.323,1201.2051,1200.7562,1234.805,1065.1512
PPM5.2055,2776.056,2022.0556,1651.9171,5591.6367,2035.9774,1402.9663,2615.7334,2180.0257,1343.1697,1121.0125,1149.0783,1176.4117,1040.8642
PPM5.2045,2801.5989,2028.0455,1563.7987,5712.0788,2027.9994,1430.7303,2636.1249,2196.5205,1328.6753,1060.4963,1114.7835,1150.9455,1031.0103
PPM5.2035,2792.5089,2055.1548,1522.5777,5871.5881,2081.5144,1463.0988,2641.7956,2193.3338,1294.065,1027.2305,1090.1468,1132.4473,1011.749
PPM5.2025,2787.3141,2065.5801,1530.4098,5997.5984,2145.7744,1450.88,2643.3505,2174.0974,1273.705,1029.123,1098.558,1152.3958,989.3174
PPM5.2015,2822.2083,2078.9531,1503.4881,6044.2072,2111.7116,1451.8734,2621.5944,2189.2771,1259.9063,1000.9131,1101.9059,1208.1801,966.84
PPM5.2005,2795.8778,2107.417,1484.9788,6008.5891,2020.4928,1455.3125,2610.935,2230.3933,1239.9246,954.9556,1082.3268,1232.4818,950.4932
PPM5.1995,2735.2073,2137.7949,1455.7333,5871.5994,1952.2982,1466.2679,2619.414,2271.1756,1247.601,921.3272,1060.2734,1233.0261,938.0644
PPM5.1985,2733.5561,2166.2598,1413.0511,5711.907,1914.554,1455.8343,2628.5289,2289.308,1270.2418,889.1564,1043.1666,1225.6359,926.7569
PPM5.1975,2720.2053,2170.0403,1380.2151,5565.5781,1915.994,1450.4804,2636.0432,2304.2996,1272.8117,828.0362,1014.735,1208.0764,908.0816
PPM5.1965,2720.4751,2134.1904,1357.8283,5443.9083,1913.1671,1453.6575,2622.6702,2286.453,1273.6732,827.1304,996.4985,1174.9626,900.4947
PPM5.1955,2711.434,2088.7424,1368.0677,5308.0592,1891.9124,1422.7084,2587.5138,2278.2957,1276.3084,834.4311,976.8869,1148.5037,878.8453
PPM5.1945,2696.9962,2041.6138,1347.248,5142.9646,1868.9342,1372.0583,2540.6131,2283.7132,1290.3673,816.7987,960.8699,1124.595,845.6636
PPM5.1935,2661.3085,1992.4811,1326.6211,4954.2248,1810.5145,1329.8414,2491.4295,2247.8671,1290.3227,790.3449,920.2796,1097.9978,811.8328
PPM5.1925,2651.0239,1966.5373,1318.3098,4743.3651,1744.4573,1329.0215,2427.4352,2212.6249,1304.8926,759.3505,886.3277,1089.8655,812.8682
PPM5.1915,2629.3338,1922.7701,1303.4701,4545.5199,1666.2511,1299.939,2372.6897,2194.3006,1341.3634,744.5824,873.4274,1088.9316,821.7243
PPM5.1905,2566.2214,1845.4891,1278.0233,4309.6301,1586.0277,1259.4282,2336.1444,2153.6334,1354.1864,741.7938,878.7099,1072.4622,811.0242
PPM5.1895,2491.7857,1789.5021,1262.2669,4037.605,1557.0388,1230.8611,2286.2715,2112.5241,1354.3968,722.9789,877.1227,1063.0657,770.389
PPM5.1885,2429.7664,1727.6896,1224.046,3801.6812,1505.124,1182.5601,2248.517,2069.8324,1340.4052,745.0646,876.0151,1061.1241,756.3764
PPM5.1875,2394.3081,1668.0727,1189.3464,3578.6777,1454.1044,1112.0466,2177.5363,2036.1598,1344.0791,765.767,857.014,1052.1402,771.0042
PPM5.1865,2394.3446,1646.621,1147.8053,3403.4743,1411.0146,1082.1907,2065.0295,1980.7333,1359.8186,781.442,838.7472,1020.566,800.3959
PPM5.1855,2394.9295,1616.243,1145.1447,3228.3165,1379.9853,1077.4761,1996.9311,1898.3832,1382.9114,782.5739,825.3995,993.6805,822.1685
PPM5.1845,2381.1519,1577.4948,1158.4114,3041.2916,1339.7141,1063.8308,1987.5391,1833.1675,1406.4333,792.4336,821.3155,1015.5073,833.2889
PPM5.1835,2371.5569,1544.8525,1207.9684,2910.5515,1281.3324,1089.4664,1993.1314,1825.7612,1468.3972,843.5606,868.5462,1057.3837,869.9224
PPM5.1825,2454.0305,1562.7591,1395.6489,2841.1526,1290.5205,1172.9901,2026.3697,1859.291,1590.4876,924.3429,957.0372,1136.5464,941.9043
PPM5.1815,2724.868,1636.4017,1747.3601,2839.8972,1409.0258,1321.6282,2161.3244,1964.7693,1823.5335,1114.2131,1130.5661,1340.8675,1126.446
PPM5.1805,3067.9078,1744.2351,2145.7752,2907.143,1573.2031,1528.1628,2341.2189,2107.732,2061.605,1374.811,1362.7346,1644.5437,1414.0011
PPM5.1795,3221.4777,1804.3567,2352.9401,2912.5121,1638.4409,1645.6996,2415.7854,2159.5116,2206.2131,1513.3548,1522.1881,1813.3365,1538.5987
PPM5.1785,3198.4694,1744.6827,2346.8606,2805.5505,1576.6106,1659.5463,2382.8903,2127.9232,2219.5229,1499.2745,1550.2296,1779.1648,1511.1887
PPM5.1775,3186.9132,1661.0531,2335.4757,2677.0613,1544.395,1648.094,2379.2752,2105.4074,2184.4348,1500.0646,1529.9786,1749.1812,1515.3824
PPM5.1765,3102.2538,1552.9397,2207.2049,2483.8994,1479.8385,1558.1301,2293.507,2024.2337,2047.1582,1426.0989,1444.1866,1664.2035,1443.7559
PPM5.1755,2788.291,1373.9968,1847.8901,2228.2719,1238.3583,1301.2148,2060.2757,1822.4062,1770.2426,1156.8318,1207.9315,1407.8965,1212.6427
PPM5.1745,2444.9631,1177.0014,1445.5203,1999.3783,1020.2034,1021.8718,1791.4385,1569.0683,1463.6771,903.3863,956.5281,1106.3201,948.9152
PPM5.1735,2237.262,1076.7728,1156.8661,1844.3132,896.0261,828.313,1594.0715,1391.7376,1258.301,747.0134,797.4141,904.1577,786.4579
PPM5.1725,2137.2472,993.4074,971.2109,1708.0036,819.0583,654.3172,1468.3669,1270.4609,1153.0184,628.4286,707.1114,792.4626,695.9656
PPM5.1715,2073.884,906.7118,885.9835,1607.4555,763.8401,548.3487,1387.795,1213.483,1107.0749,567.2983,658.6661,724.9753,662.1282
PPM5.1705,2037.6538,849.2117,835.0386,1540.9111,720.679,489.2406,1338.591,1155.9401,1073.1194,550.8793,627.935,700.3673,649.8256
PPM5.1695,2007.0904,840.6183,763.2543,1469.6867,685.2013,424.5386,1295.961,1116.4946,1049.5163,529.5204,601.2964,670.4868,613.0751
PPM5.1685,1992.1392,798.3968,733.8815,1408.0558,656.4047,378.9726,1226.4456,1072.5686,1009.2961,521.3219,592.2214,660.5994,573.6872
PPM5.1675,1960.294,751.3575,729.1676,1363.6641,641.2383,358.0309,1189.9214,1048.7251,988.4134,492.937,572.7766,657.2199,556.3323
PPM5.1665,1936.7636,726.2908,704.0025,1337.4278,635.1501,347.0669,1165.6013,1035.9685,1008.9282,472.727,538.7428,657.985,543.8618
PPM5.1655,1920.5942,708.4175,685.1963,1326.2862,615.9055,336.4028,1113.7252,1036.2589,1017.6215,482.9965,507.9437,637.3336,572.6996
PPM5.1645,1925.6552,697.0555,650.3746,1323.498,594.163,298.0625,1086.0589,1016.5881,1007.3096,506.3206,516.8703,582.8697,588.4829
PPM5.1635,1936.3338,695.5232,592.1704,1301.2712,565.1456,252.5258,1045.2766,1004.1598,1001.4799,477.4287,527.3409,555.4733,574.3897
PPM5.1625,1917.0911,700.661,565.1354,1258.5543,571.124,275.5373,1013.2789,1018.9691,1013.3865,460.8345,502.9135,553.0059,599.4339
PPM5.1615,1904.3448,687.864,559.6758,1252.4437,567.3673,299.4295,997.3817,1027.5135,1017.2852,451.8104,494.4257,530.9105,618.5767
PPM5.1605,1886.4868,673.4071,584.6256,1246.9666,558.9777,296.5634,973.2467,999.8087,1008.062,446.2008,492.938,501.095,612.9404
PPM5.1595,1872.0269,677.2902,613.5245,1205.9569,528.7175,305.4948,924.4878,974.03,979.7892,413.6494,489.8648,502.163,593.4008
PPM5.1585,1874.9504,687.4209,603.4373,1168.6429,504.9035,304.8609,876.3735,948.9208,963.7585,402.2341,482.3854,524.8226,572.1811
PPM5.1575,1869.1845,691.4679,601.2203,1161.0492,494.9452,297.6222,856.4666,935.4353,946.6881,390.3296,475.0507,548.7255,563.4793
PPM5.1565,1849.4511,690.9243,588.8835,1157.3913,512.1094,279.1713,823.1535,928.0703,942.1364,415.4227,467.6725,541.3455,561.3756
PPM5.1555,1865.5058,657.1861,589.7914,1128.6541,493.2627,220.5273,815.5044,938.5497,955.8547,438.2586,480.6711,517.3005,580.7636
PPM5.1545,1890.5909,658.2829,593.6301,1094.4563,489.8264,215.1743,815.0609,950.8142,978.5324,428.364,485.1834,497.818,567.7996
PPM5.1535,1888.391,663.3733,572.118,1064.3129,471.7924,229.9965,782.8178,953.9189,989.1095,431.1539,477.4546,522.642,536.3929
PPM5.1525,1880.4748,659.8109,534.3311,1032.228,472.023,213.7884,774.1466,936.6137,1003.9693,449.4883,484.0768,548.5482,505.0327
PPM5.1515,1891.1007,631.9608,510.6709,1041.6219,480.4738,202.0403,754.2601,912.4113,997.5077,442.8685,481.5661,540.7677,497.801
PPM5.1505,1910.0992,627.7726,516.2807,1043.429,479.1994,211.5963,747.1357,893.3706,982.7989,440.4298,461.2461,517.4263,529.8278
PPM5.1495,1927.582,614.8607,524.9076,1003.2184,489.7157,200.8236,743.9619,891.6633,979.5426,448.1272,452.2217,518.9558,541.9994
PPM5.1485,1928.4589,607.3303,521.028,974.8296,502.7638,192.2464,716.2945,867.1965,974.309,438.3971,469.4325,513.0375,523.3321
PPM5.1475,1917.3983,601.4578,517.7884,957.3513,510.5857,173.1602,684.5281,856.4051,952.5399,421.5263,466.9568,492.7362,519.8096
PPM5.1465,1889.5758,596.2001,526.3155,950.5602,499.5955,156.4057,678.7239,868.3028,954.4355,454.8059,475.5939,468.6656,516.4169
PPM5.1455,1877.747,592.6523,558.6436,948.1894,484.8624,160.2966,679.1303,891.2315,991.4683,452.2992,496.1137,467.5131,516.1952
PPM5.1445,1877.7971,565.1294,557.1,941.4013,473.4519,156.3765,666.5043,906.0623,1017.9005,463.7368,508.8467,445.1011,523.4662
PPM5.1435,1885.8015,550.3231,540.1323,946.3724,480.0616,159.3618,656.5264,894.3525,1024.9462,506.8547,493.0656,433.273,535.4644
PPM5.1425,1918.8062,541.692,536.3612,937.1154,494.3493,144.7781,660.4084,897.139,1022.0244,506.45,461.9885,436.8936,548.9865
PPM5.1415,1940.0637,548.2713,535.0608,933.3214,509.6454,132.3894,652.9536,892.6764,1067.1704,476.0266,464.2712,435.5979,538.0033
PPM5.1405,1926.3156,567.8073,542.5002,937.3808,514.9971,137.5023,662.9549,920.9261,1096.0421,508.5676,470.6765,437.6268,532.6024
PPM5.1395,1930.2342,583.6018,535.5233,911.9347,521.338,158.2499,677.7439,927.7931,1114.5415,502.6568,455.2201,425.7597,529.0563
PPM5.1385,1945.3561,589.4343,525.8835,917.9196,533.9916,167.5228,659.2172,929.8717,1135.8847,456.0847,441.4178,404.7586,521.621
PPM5.1375,1963.445,572.356,533.8986,916.6642,542.3154,158.3563,610.6749,950.0347,1141.8911,438.6002,429.6268,431.5849,495.1979
PPM5.1365,1976.0669,564.2447,538.1832,884.8815,564.1238,181.8145,590.0409,953.3513,1162.1137,460.5079,431.7739,464.158,467.6782
PPM5.1355,1977.1104,561.513,565.4245,846.5279,568.4932,180.6764,574.9179,946.9336,1171.5645,449.8894,425.4904,469.2756,485.2575
PPM5.1345,1982.6503,555.487,600.685,850.4685,555.3141,189.4636,577.9451,957.6942,1197.9546,432.5069,431.0906,459.6672,499.2237
PPM5.1335,1992.8618,563.7389,602.0879,852.9477,521.8607,191.9035,578.552,941.2312,1197.458,409.1013,445.8922,468.4422,499.8032
PPM5.1325,2013.4046,560.0255,563.3286,829.8939,487.2631,219.4851,589.6293,923.9007,1203.9583,387.8659,467.484,497.1775,489.6432
PPM5.1315,2023.6788,562.8784,520.9131,826.7699,470.1113,224.4596,591.4495,923.5629,1227.1593,388.3571,461.1809,502.7276,486.0288
PPM5.1305,2025.6671,562.6725,511.379,826.4432,443.2153,195.9779,590.2892,929.462,1237.3033,391.3802,470.2923,474.774,494.8038
PPM5.1295,2011.1716,561.5505,531.0911,810.3352,462.556,161.071,602.3695,939.391,1233.3368,391.9714,453.431,470.0072,509.8251
PPM5.1285,2034.2774,556.1601,554.4529,834.3863,485.7347,144.8157,618.8769,930.5899,1247.2677,401.5151,420.614,484.2622,512.1217
PPM5.1275,2058.0826,544.9688,550.5219,845.0879,469.2001,151.5865,638.9565,925.8473,1254.008,406.1906,426.1403,479.6937,503.7716
PPM5.1265,2041.796,543.8016,553.0793,834.278,441.211,155.0411,636.2942,935.0883,1249.7053,428.7544,447.2555,489.7051,497.291
PPM5.1255,2053.2729,530.0199,555.6849,846.1014,417.8745,142.4614,623.0379,951.838,1260.3069,444.8435,484.4974,480.1599,475.9427
PPM5.1245,2045.4829,513.257,560.1509,843.3202,408.3986,155.0903,617.6421,975.879,1280.0371,461.7622,508.9469,467.1392,487.599
PPM5.1235,2061.4776,484.046,573.0387,812.2145,400.8734,136.5915,616.8459,999.8406,1288.9648,467.6423,519.9503,496.9127,493.6334
PPM5.1225,2092.6561,500.0528,595.9445,773.6098,391.0181,128.1258,614.207,1007.501,1292.2856,486.9522,531.773,513.0271,501.4878
PPM5.1215,2134.6208,532.3454,593.8682,765.9765,399.9683,145.3182,617.9871,1000.8261,1302.2739,500.419,537.6942,504.9356,506.7569
PPM5.1205,2158.7319,550.5163,599.9341,758.5797,412.5106,145.137,598.4077,985.8129,1336.6573,511.6651,525.7875,476.1823,505.567
PPM5.1195,2160.5936,548.1945,589.3546,761.0325,365.3548,133.3654,587.6355,974.1482,1380.6047,537.5448,482.7644,454.3073,493.2161
PPM5.1185,2168.6283,551.3472,587.984,750.2509,337.2086,118.6445,578.9183,970.1021,1413.1372,536.1539,468.5785,471.5319,515.3821
PPM5.1175,2171.5168,561.1495,594.0661,734.9442,340.5516,129.4051,577.0752,960.011,1440.7344,540.8449,496.0373,470.8497,545.6962
PPM5.1165,2171.3211,586.8591,596.1193,737.6787,361.4554,156.6358,558.6552,945.4679,1453.2544,541.539,514.037,469.6998,551.6841
PPM5.1155,2179.4733,586.7236,591.219,748.9985,411.5715,146.0191,553.5738,939.9014,1501.8595,543.8383,530.5418,462.7987,539.5936
PPM5.1145,2221.8509,590.9574,592.4925,733.4527,444.2614,141.472,567.8658,963.688,1553.7629,540.7822,536.6521,430.6268,528.0745
PPM5.1135,2253.8379,605.635,590.972,718.8865,460.6036,142.133,561.747,988.3851,1575.84,523.5104,543.0037,409.4049,533.5795
PPM5.1125,2265.6303,640.1828,614.7889,725.1358,458.54,144.1242,571.3753,977.22,1580.8372,485.0332,538.7127,420.96,552.0046
PPM5.1115,2288.0549,642.4575,619.4466,722.4961,442.2066,144.2985,599.8337,988.9986,1593.4177,484.6679,535.1858,424.3142,567.8611
PPM5.1105,2315.4777,622.5427,629.29,728.1721,434.9278,150.0222,612.4093,970.4807,1639.6992,472.635,533.4611,416.9678,551.1499
PPM5.1095,2345.7229,612.0913,674.0478,744.0204,445.5455,155.4153,586.066,979.4344,1695.4714,467.5346,533.9108,447.8078,546.9811
PPM5.1085,2372.3909,593.7143,685.657,737.9873,452.7892,168.4176,577.9432,1002.7879,1722.7608,456.6414,534.3078,461.2085,556.7632
PPM5.1075,2359.5801,577.0409,685.3146,757.2378,462.0103,152.6232,576.6397,1000.2304,1730.0137,458.3653,537.3062,475.3056,558.1639
PPM5.1065,2357.9905,587.0397,681.8815,790.5571,485.0603,147.1277,568.1838,1003.1118,1737.4801,466.4369,557.8827,474.0064,540.6487
PPM5.1055,2362.0656,619.4694,655.4622,777.1638,488.6036,165.9923,569.9873,1005.3742,1716.963,483.3792,564.2618,452.1987,563.7227
PPM5.1045,2350.5661,624.221,635.9329,777.7504,481.4011,178.6532,536.0605,1015.9038,1721.2755,466.5096,551.5018,452.8043,588.8992
PPM5.1035,2322.6663,641.6497,642.7923,777.6158,478.5326,195.1662,535.5894,1026.1973,1747.7255,441.1809,512.5667,466.8272,600.5498
PPM5.1025,2317.1049,675.3304,660.4903,764.3866,490.0532,222.8596,584.3618,1041.1782,1762.7309,465.529,484.0538,483.6834,620.0952
PPM5.1015,2330.2119,683.5257,695.1216,770.6141,495.4089,218.5048,602.503,1036.6841,1766.8721,490.4447,502.138,492.9945,615.9238
PPM5.1005,2340.8154,691.2028,708.3989,784.6598,480.9981,235.1317,610.1214,1044.1775,1768.0002,505.1528,515.788,495.8371,586.3501
PPM5.0995,2336.4972,710.7689,704.1398,789.5156,478.8137,245.3006,600.7727,1062.2053,1781.1451,530.8564,524.8024,500.7389,544.2987
PPM5.0985,2339.6227,707.746,734.4597,812.2716,501.6959,252.1329,603.4704,1089.4332,1821.0354,550.3689,543.363,492.3606,530.6067
PPM5.0975,2348.4199,733.0098,751.025,819.2434,486.8229,241.214,612.7307,1109.5297,1865.6268,556.816,560.6809,489.0459,532.2444
PPM5.0965,2374.0589,755.5821,718.7739,816.6093,514.8288,210.594,625.8193,1093.4299,1879.3471,567.1482,581.7933,530.5402,540.4338
PPM5.0955,2425.2079,764.2769,725.3123,826.8141,525.9736,234.6393,625.035,1082.2632,1891.1756,573.44,595.1482,557.9175,525.105
PPM5.0945,2486.2913,787.9602,727.9356,858.8671,551.5605,274.4941,631.6432,1091.9903,1924.6981,581.1574,569.6359,548.4891,536.2347
PPM5.0935,2552.2601,816.5442,738.1968,854.8161,564.7485,279.6591,647.7126,1122.1237,1973.0766,592.994,571.8556,549.962,564.0068
PPM5.0925,2613.2345,824.5093,765.3736,838.4155,593.9286,287.8188,675.2693,1166.0729,2039.4304,633.21,617.8944,566.7297,602.5281
PPM5.0915,2667.8886,864.2819,829.9058,887.4555,643.8979,338.6304,726.8015,1172.8858,2131.589,693.3175,661.1416,588.8115,608.9673
PPM5.0905,2740.8041,944.0134,925.4846,982.341,696.8636,416.4557,782.9372,1199.9549,2225.8502,761.1199,700.5145,662.7859,645.7124
